645	NM_024010.4	5	+	7869260	7901226	7870907	7900171	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869302,7871036,7873639,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	cmpl	cmpl	-1,0,0,1,2,0,0,1,0,1,2,0,2,2,2,
645	NM_001364440.2	5	+	7869260	7901226	7870907	7900171	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7870169,7871036,7873639,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	cmpl	cmpl	-1,0,0,1,2,0,0,1,0,1,2,0,2,2,2,
645	NM_001364442.2	5	+	7869260	7901226	7870907	7900171	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869411,7871036,7873639,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	cmpl	cmpl	-1,0,0,1,2,0,0,1,0,1,2,0,2,2,2,
645	NM_001364441.2	5	+	7869260	7901226	7870907	7900171	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869831,7871036,7873639,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	cmpl	cmpl	-1,0,0,1,2,0,0,1,0,1,2,0,2,2,2,
645	NM_002454.3	5	+	7869260	7901226	7870907	7900171	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869328,7871036,7873639,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	cmpl	cmpl	-1,0,0,1,2,0,0,1,0,1,2,0,2,2,2,
645	NR_157178.2	5	+	7869260	7901226	7901226	7901226	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869328,7871036,7873639,7875488,7878435,7883390,7885967,7886839,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
645	NR_157170.2	5	+	7869260	7901226	7901226	7901226	15	7869260,7870882,7875370,7878056,7883267,7883836,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869328,7871036,7875488,7878435,7883390,7883976,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
645	NR_157168.2	5	+	7869260	7901226	7901226	7901226	15	7869260,7870882,7873485,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869302,7871036,7873625,7875488,7878435,7883390,7885967,7886816,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
645	NR_157172.2	5	+	7869260	7901226	7901226	7901226	13	7869260,7870882,7875370,7878056,7883267,7885813,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869328,7871036,7875488,7878435,7883390,7885967,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
645	NR_157171.2	5	+	7869260	7901226	7901226	7901226	14	7869260,7870882,7875370,7878056,7883267,7885813,7886727,7889207,7891484,7892839,7895846,7896976,7897177,7900026,	7869302,7871036,7875488,7878435,7883390,7885967,7886839,7889388,7891527,7893026,7895965,7897069,7897360,7901226,	0	MTRR	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
